"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30037.gif",30037,"Trine",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/150.gif",150,"Coe",1,"2824328",2023,"06/05/2023"
